"Article_ID","Full_Title","Link_to_Article","Journal","Year","Month","First Author Gender","pubmed_query","pubmed_id","ForeName","LastName"
"Boutitie et al. (2011)","Influence of preceding length of anticoagulant treatment and initial presentation of venous thromboembolism on risk of recurrence after stopping treatment: analysis of individual participants’ data from seven trials","","BMJ","2011","06 - Jun","Male","Boutitie 2011 Influence preceding length anticoagulant treatment initial presentation venous thromboembolism recurrence after stopping treatment analysis individual participants’ seven trials","21610040.0","Florent","Boutitie"
"Bower et al. (2005)","A Prognostic Index for Systemic AIDS-Related Non-Hodgkin Lymphoma Treated in the Era of Highly Active Antiretroviral Therapy","http://annals.org/article.aspx?articleid=718689","Annals of Internal Medicine","2005","08 - Aug","Male","Bower 2005 Prognostic Index Systemic Related Hodgkin Lymphoma Treated Highly Active Antiretroviral Therapy","16103470.0","Mark","Bower"
"Bower et al. (2007)","Brief Communication: Rituximab in HIV-Associated Multicentric Castleman Disease","http://annals.org/article.aspx?articleid=738069","Annals of Internal Medicine","2007","12 - Dec","Male","Bower 2007 Brief Communication Rituximab Associated Multicentric Castleman Disease","18087054.0","Mark","Bower"
"Boydell et al. (2001)","Incidence of schizophrenia in ethnic minorities in London: ecological study into interactions with environment","","BMJ","2001","12 - Dec","Female","Boydell 2001 Incidence schizophrenia ethnic minorities London ecological study interactions environment","11739218.0","J","Boydell"
"Brady et al. (2000)","Efficacy and Safety of Sertraline Treatment of Posttraumatic Stress Disorder A Randomized Controlled Trial","http://jama.jamanetwork.com/article.aspx?articleid=192575","JAMA","2000","04 - Apr","Female","Brady 2000 Efficacy Safety Sertraline Treatment Posttraumatic Stress Disorder Randomized Controlled Trial","10770145.0","K","Brady"
"Brashear et al. (2002)","INTRAMUSCULAR INJECTION OF BOTULINUM TOXIN FOR THE TREATMENT  OF WRIST AND FINGER SPASTICITY AFTER A STROKE","http://www.nejm.org/doi/pdf/10.1056/NEJMoa011892","NEJM","2002","08 - Aug","Female","Brashear 2002 INTRAMUSCULAR INJECTION BOTULINUM TOXIN TREATMENT WRIST FINGER SPASTICITY AFTER STROKE","12167681.0","Allison","Brashear"
"Brass et al. (1998)","Warfarin Use Following Ischemic Stroke Among Medicare Patients With Atrial Fibrillation","http://archinte.jamanetwork.com/article.aspx?articleid=210156","Archives of Internal Medicine","1998","10 - Oct","Male","Brass 1998 Warfarin Following Ischemic Stroke Among Medicare Patients Atrial Fibrillation","9801175.0","L M","Brass"
"Bratu et al. (2005)","Rapid Spread of Carbapenem-Resistant Klebsiella pneumoniae in New York City:   A New Threat to Our Antibiotic Armamentarium","http://archinte.jamanetwork.com/article.aspx?articleid=486627","Archives of Internal Medicine","2005","06 - Jun","Female","Bratu 2005 Rapid Spread Carbapenem Resistant Klebsiella pneumoniae Threat Antibiotic Armamentarium","15983294.0","Simona","Bratu"
"Brauer et al. (2000)","The Cause of Delirium in Patients With Hip Fracture","http://archinte.jamanetwork.com/article.aspx?articleid=485374","Archives of Internal Medicine","2000","06 - Jun","Male","Brauer 2000 Cause Delirium Patients Fracture","10871981.0","C","Brauer"
"Brauer et al. (2009)","Incidence and Mortality of Hip Fractures in the United States","http://jama.jamanetwork.com/article.aspx?articleid=184708","JAMA","2009","10 - Oct","Female","Brauer 2009 Incidence Mortality Fractures United States","19826027.0","Carmen A","Brauer"
"Breitbart et al. (2000)","Depression| Hopelessness| and Desire for Hastened Death in Terminally Ill Patients With Cancer","http://jama.jamanetwork.com/article.aspx?articleid=193350","JAMA","2000","12 - Dec","Male","Breitbart 2000 Depression Hopelessness Desire Hastened Death Terminally Patients Cancer","11147988.0","W","Breitbart"
"Brenbassat et al. (2000)","Hospital Readmissions as a Measure of Quality of Health Care Advantages and Limitations","http://archinte.jamanetwork.com/article.aspx?articleid=415392","Archives of Internal Medicine","2000","04 - Apr","Male","Brenbassat 2000 Hospital Readmissions Measure Quality Health Advantages Limitations","10789599.0","J","Benbassat"
"Brenner et al. (2002)","Long-term survival rates of cancer patients achieved by the end of the 20th century: a period analysis","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(02)11199-8/abstract","The Lancet","2002","10 - Oct","Male","Brenner 2002 survival rates cancer patients achieved century period analysis","12387961.0","Hermann","Brenner"
"Brenner et al. (2010)","Low-Dose Aspirin Use and Performance of Immunochemical Fecal Occult Blood Tests","http://jama.jamanetwork.com/article.aspx?articleid=187039","JAMA","2010","12 - Dec","Male","Brenner 2010 Aspirin Performance Immunochemical Fecal Occult Blood Tests","21139112.0","Hermann","Brenner"
"Brenner et al. (2012)","Role of Colonoscopy and Polyp Characteristics in Colorectal Cancer After Colonoscopic Polyp Detection: A Population-Based Case–Control Study","http://annals.org/article.aspx?articleid=1351358","Annals of Internal Medicine","2012","08 - Aug","Male","Brenner 2012 Colonoscopy Polyp Characteristics Colorectal Cancer After Colonoscopic Polyp Detection Population Based Case–Control Study","22910933.0","Hermann","Brenner"
"Brent et al. (2001)","Fomepizole for the Treatment of Methanol Poisoning","http://www.nejm.org/doi/full/10.1056/NEJM200102083440605","NEJM","2001","02 - Feb","Male","Brent 2001 Fomepizole Treatment Methanol Poisoning","11172179.0","J","Brent"
"Brent et al. (2006)","Incidence of clinically significant bacteraemia in children who present to hospital in Kenya: community-based observational study","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(06)68180-4/abstract","The Lancet","2006","02 - Feb","Male","Brent 2006 Incidence clinically significant bacteraemia children present hospital Kenya community based observational study","16473125.0","A J","Brent"
"Brentnall et al. (1999)","Early Diagnosis and Treatment of Pancreatic Dysplasia in Patients with a Family History of Pancreatic Cancer","http://annals.org/article.aspx?articleid=712880","Annals of Internal Medicine","1999","08 - Aug","Female","Brentnall 1999 Early Diagnosis Treatment Pancreatic Dysplasia Patients Family History Pancreatic Cancer","10454945.0","T A","Brentnall"
"Brewster et al. (2004)","Systematic Review: Antihypertensive Drug Therapy in Black Patients","http://annals.org/article.aspx?articleid=717889","Annals of Internal Medicine","2004","10 - Oct","Female","Brewster 2004 Systematic Review Antihypertensive Therapy Black Patients","15492341.0","Lizzy M","Brewster"
"Bridevaux et al. (2007)","Secondhand Smoke and Health-Related Quality of Life in Never Smokers Results From the SAPALDIA Cohort Study 2","http://archinte.jamanetwork.com/article.aspx?articleid=770025","Archives of Internal Medicine","2007","12 - Dec","Male","Bridevaux 2007 Secondhand Smoke Health Related Quality Never Smokers Results SAPALDIA Cohort Study","18071176.0","Pierre-Olivier","Bridevaux"
"Briesacher et al. (2004)","Three-Tiered–Copayment Drug Coverage and Use of Nonsteroidal Anti-inflammatory Drugs","http://archinte.jamanetwork.com/article.aspx?articleid=760535","Archives of Internal Medicine","2004","08 - Aug","Female","Briesacher 2004 Three Tiered–Copayment Coverage Nonsteroidal inflammatory Drugs","15302639.0","Becky","Briesacher"
"Briesacher et al. (2010)","Medicare Part D's Exclusion of Benzodiazepines and Fracture Risk in Nursing Homes","http://archinte.jamanetwork.com/article.aspx?articleid=415840","Archives of Internal Medicine","2010","04 - Apr","Female","Briesacher 2010 Medicare Exclusion Benzodiazepines Fracture Nursing Homes","20421554.0","Becky A","Briesacher"
"Brinkhaus et al. (2006)","Acupuncture in Patients With Chronic Low Back Pain:   A Randomized Controlled Trial","http://archinte.jamanetwork.com/article.aspx?articleid=409858","Archives of Internal Medicine","2006","02 - Feb","Male","Brinkhaus 2006 Acupuncture Patients Chronic Randomized Controlled Trial","16505266.0","Benno","Brinkhaus"
"Brinkhaus et al. (2013)","Acupuncture in Patients With Seasonal Allergic Rhinitis: A Randomized Trial","http://annals.org/article.aspx?articleid=1583578","Annals of Internal Medicine","2013","02 - Feb","Male","Brinkhaus 2013 Acupuncture Patients Seasonal Allergic Rhinitis Randomized Trial","23420231.0","Benno","Brinkhaus"
"Broderick et al. (2012)","Association Between Physical Activity and Risk of Bleeding in Children With Hemophilia","http://jama.jamanetwork.com/article.aspx?articleid=1377921","JAMA","2013","10 - Oct","Female","Broderick 2013 Association Between Physical Activity Bleeding Children Hemophilia","","",""
"Brody et al. (1998)","Identifying Patients With Depression in the Primary Care Setting A More Efficient Method","http://archinte.jamanetwork.com/article.aspx?articleid=1105615","Archives of Internal Medicine","1998","12 - Dec","Male","Brody 1998 Identifying Patients Depression Primary Setting Efficient Method","9855385.0","D S","Brody"
"Brok et al. (2005)","Effects of Adding Ribavirin to Interferon to Treat Chronic Hepatitis C Infection:   A Systematic Review and Meta-analysis of Randomized Trials","http://archinte.jamanetwork.com/article.aspx?articleid=486762","Archives of Internal Medicine","2005","10 - Oct","Male","Brok 2005 Effects Adding Ribavirin Interferon Treat Chronic Hepatitis Infection Systematic Review analysis Randomized Trials","16246984.0","Jesper","Brok"
"Brookhart et al. (2007)","Physician Follow-up and Provider Continuity Are Associated With Long-term Medication Adherence A Study of the Dynamics of Statin Use","http://archinte.jamanetwork.com/article.aspx?articleid=412308","Archives of Internal Medicine","2007","04 - Apr","Male","Brookhart 2007 Physician Follow Provider Continuity Associated Medication Adherence Study Dynamics Statin","17452550.0","M Alan","Brookhart"
"Broussard et al. (2012)","Impaired Insulin Signaling in Human Adipocytes After Experimental Sleep Restriction: A Randomized| Crossover Study","http://annals.org/article.aspx?articleid=1379773","Annals of Internal Medicine","2012","10 - Oct","Female","Broussard 2012 Impaired Insulin Signaling Human Adipocytes After Experimental Sleep Restriction Randomized Crossover Study","23070488.0","Josiane L","Broussard"
"Brousseau et al. (2004)","Effects of an Inhibitor of Cholesteryl Ester Transfer Protein on HDL Cholesterol","http://www.nejm.org/doi/pdf/10.1056/NEJMoa031766","NEJM","2004","04 - Apr","Female","Brousseau 2004 Effects Inhibitor Cholesteryl Ester Transfer Protein Cholesterol","15071125.0","Margaret E","Brousseau"
"Brouwer et al. (2006)","Effect of Fish Oil on Ventricular Tachyarrhythmia and Death in Patients With Implantable Cardioverter Defibrillators:","http://jama.jamanetwork.com/article.aspx?articleid=202999","JAMA","2006","06 - Jun","Female","Brouwer 2006 Effect Ventricular Tachyarrhythmia Death Patients Implantable Cardioverter Defibrillators","19196720.0","Ingeborg A","Brouwer"
"Brown et al. (1997)","HEPATITIS-ASSOCIATED APLASTIC ANEMIA","http://www.nejm.org/doi/pdf/10.1056/NEJM199704103361504","NEJM","1997","04 - Apr","Male","Brown 1997 HEPATITIS ASSOCIATED APLASTIC ANEMIA","9091802.0","K E","Brown"
"Brown et al. (2000)","Hysterectomy and urinary incontinence: a systematic review","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(00)02577-0/abstract","The Lancet","2000","08 - Aug","Female","Brown 2000 Hysterectomy urinary incontinence systematic review","10950229.0","J S","Brown"
"Brown et al. (2006)","Diagnostic accuracy of preoperative magnetic resonance imaging in predicting curative resection of rectal cancer: prospective observational study","","BMJ","2006","10 - Oct","Female","Brown 2006 Diagnostic accuracy preoperative magnetic resonance imaging predicting curative resection rectal cancer prospective observational study","","",""
"Brown et al. (2009)","Self administered cognitive screening test (TYM) for detection of Alzheimer’s disease: cross sectional study","","BMJ","2009","06 - Jun","Male","Brown 2009 administered cognitive screening detection Alzheimer’s disease cross sectional study","19509424.0","Jeremy","Brown"
"Brubaker et al. (2006)","Abdominal Sacrocolpopexy with Burch Colposuspension to Reduce Urinary Stress Incontinence","http://www.nejm.org/doi/pdf/10.1056/NEJMoa054208","NEJM","2006","04 - Apr","Female","Brubaker 2006 Abdominal Sacrocolpopexy Burch Colposuspension Reduce Urinary Stress Incontinence","16611949.0","Linda","Brubaker"
"Bruce et al. (2001)","Risk Factors for Meningococcal Disease in College Students","http://jama.jamanetwork.com/article.aspx?articleid=194083","JAMA","2001","08 - Aug","Male","Bruce 2001 Factors Meningococcal Disease College Students","11495618.0","M G","Bruce"
"Bruening et al. (2010)","Systematic Review: Comparative Effectiveness of Core-Needle and Open Surgical Biopsy to Diagnose Breast Lesions","http://annals.org/article.aspx?articleid=745601","Annals of Internal Medicine","2010","02 - Feb","Female","Bruening 2010 Systematic Review Comparative Effectiveness Needle Surgical Biopsy Diagnose Breast Lesions","20008742.0","Wendy","Bruening"
"Brugts et al. (2005)","Renal Function and Risk of Myocardial Infarction in an Elderly Population The Rotterdam Study","http://archinte.jamanetwork.com/article.aspx?articleid=766810","Archives of Internal Medicine","2005","12 - Dec","Male","Brugts 2005 Renal Function Myocardial Infarction Elderly Population Rotterdam Study","16344425.0","Jasper J","Brugts"
"Brunkhorst et al. (2012)","Effect of Empirical Treatment With Moxifloxacin and Meropenem vs Meropenem on Sepsis-Related Organ Dysfunction in Patients With Severe Sepsis:","http://jama.jamanetwork.com/article.aspx?articleid=1163895","JAMA","2012","06 - Jun","Male","Brunkhorst 2012 Effect Empirical Treatment Moxifloxacin Meropenem Meropenem Sepsis Related Organ Dysfunction Patients Severe Sepsis","22692171.0","Frank M","Brunkhorst"
"Bryant et al. (2005)","Payment to healthcare professionals for patient recruitment to trials: a systematic review","","BMJ","2005","12 - Dec","Female","Bryant 2005 Payment healthcare professionals patient recruitment trials systematic review","16339248.0","J","Bryant"
"Bryce et al. (2001)","Evolving Indications for Permanent Pacemakers","http://annals.org/article.aspx?articleid=714571","Annals of Internal Medicine","2001","06 - Jun","Male","Bryce 2001 Evolving Indications Permanent Pacemakers","11412054.0","M","Bryce"
